gene_name.GENEID,gene_name.GENENAME,MUT_12DPA_R1,MUT_12DPA_R2,MUT_12DPA_R3,WT_12DPA_R1,WT_12DPA_R2,MUT_14DPA_R1,MUT_14DPA_R2,MUT_14DPA_R3,WT_14DPA_R1,WT_14DPA_R2
ENSMUSG00000027315,Spint1,35.24,34.61,27.49,23.94,27.08,38.83,29.95,32.04,15.07,18.54
ENSMUSG00000027316,Gfra4,0.39,0.27,0.38,0.36,0.83,0.11,0.17,0.14,0.4,0.2
ENSMUSG00000027317,Ppp1r14d,0.25,0.04,0.02,0.11,0.2,0.14,0.05,0.11,0.13,0.05
ENSMUSG00000027318,Adam33,0.35,0.5,0.22,0.51,0.44,0.2,0.25,0.3,0.8,0.88
ENSMUSG00000027322,Siglec1,0.03,0.02,0.01,0.08,0.04,0.01,0.05,0.03,0.09,0.05
ENSMUSG00000027323,Rad51,3.24,2.09,3.23,0.98,1.56,0.66,1.14,1.37,0.8,1.65
ENSMUSG00000027324,Rpusd2,2.52,3.22,4.11,2.15,2.51,3.07,2.29,2.47,1.39,2.32
ENSMUSG00000027326,Casc5,5.09,2.57,5.02,2.11,3.3,1.19,1.24,2.52,1.69,2.86
ENSMUSG00000027327,1700037H04Rik,11.94,13.59,14.31,8.55,9.65,11.18,9.98,9.46,4.6,7.09
ENSMUSG00000027329,Spef1,1.77,1.62,1.11,1.1,1.24,0.85,0.79,1.01,0.64,0.7
ENSMUSG00000027330,Cdc25b,17.53,14.92,20.9,11.89,14.44,9.17,8.4,9.77,6.48,9.13
ENSMUSG00000027331,Knstrn,7,4.34,7.87,3.16,4.89,2.17,1.29,2.53,2.08,2.64
ENSMUSG00000027332,Ivd,5.57,7.52,7.19,3.95,5.34,6.29,5.31,5.21,2.95,5.07
ENSMUSG00000027333,Smox,11.14,12.52,9.73,8.88,15.83,6.92,5.41,7.08,4.85,7.93
ENSMUSG00000027335,Adra1d,0.09,0.2,0.03,0.29,0.43,0.09,0.17,0.14,0.22,0.17
ENSMUSG00000027338,Prnd,1.84,1.3,3.66,1.23,1.67,0.6,0.72,0.58,1.22,1.08
ENSMUSG00000027339,Rassf2,1.18,1.21,1.44,1.63,2.88,0.57,0.66,0.52,1.5,3.69
ENSMUSG00000027340,Slc23a2,7.69,10.52,8.36,8.45,10.75,6.53,8.01,5.44,6.04,6.76
ENSMUSG00000027341,Tmem230,6.83,5.84,7.56,5.54,5.3,4.87,6.05,5.35,2.81,4.52
ENSMUSG00000027342,Pcna,45.07,44.04,58.01,25.78,29.82,27.86,26.78,35.82,17.9,33.29
ENSMUSG00000027344,Fsip1,0.02,0.02,0.07,0.06,0.01,0,0.04,0,0,0.1
ENSMUSG00000027346,Gpcpd1,63.18,61.8,43.74,31.4,31.55,50.6,61.24,47.71,32.24,33.93
ENSMUSG00000027347,Rasgrp1,7.24,8.61,7.4,2.9,2.17,9.62,4.68,6.04,1.96,2.18
ENSMUSG00000027349,Fam98b,11.42,13.85,15.26,8.26,10.82,11.07,9.57,8.51,4.99,6.64
ENSMUSG00000027350,Chgb,0.05,0.09,0.06,0,0.01,0.02,0.01,0.02,0.01,0
ENSMUSG00000027351,Spred1,7.72,9.65,12.18,9.01,9.44,8.04,9.32,7.45,6.78,9.1
ENSMUSG00000027353,Mcm8,1.74,1.39,2,0.83,1.44,1.23,1.02,1.07,0.59,1.16
ENSMUSG00000027355,Tmco5,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027356,Fermt1,4.99,4.91,8.67,5.47,5.75,3.17,3.56,3.19,2.58,4.65
ENSMUSG00000027357,Crls1,4.74,4.74,5.86,3.81,4.03,3.38,3.6,3.76,3.27,4.6
ENSMUSG00000027358,Bmp2,3.08,5.32,7.99,6.16,7.75,5.92,3.48,3.9,4.75,6.23
ENSMUSG00000027359,Slc27a2,0.06,0,0.04,0.02,0,0.05,0.02,0.01,0,0.06
ENSMUSG00000027360,Hdc,0.52,0.79,4.67,0.08,0.22,1.19,0.75,0.67,0.18,0.92
ENSMUSG00000027361,Gabpb1,7.35,7.8,7.22,6.64,7.36,6.72,6.6,7.99,4.73,5.75
ENSMUSG00000027363,Usp8,15.61,21.37,20.86,13.35,15.69,18.31,12.5,12.86,7.97,9.73
ENSMUSG00000027364,Usp50,0.14,0.1,0.14,0.1,0.12,0.17,0.08,0.05,0.02,0.1
ENSMUSG00000027365,Trpm7,12.54,13.9,16.14,9.83,11.21,10.19,10.16,10.13,8.64,12.11
ENSMUSG00000027366,Sppl2a,18.71,18.32,21.2,17.87,17.91,17.9,15.83,15.48,13.12,15.31
ENSMUSG00000027367,Stard7,26.02,29.17,28.15,19.59,18.31,33.83,27.81,27.05,13.56,15.12
ENSMUSG00000027368,Dusp2,0.25,0.35,0.85,0.33,0.3,0.16,0.39,0.47,0.23,0.3
ENSMUSG00000027371,Fahd2a,3.94,3.8,4.21,2.06,2.53,3.27,3.78,4.75,2.26,2.63
ENSMUSG00000027374,Mrps5,13.62,15.17,19.46,9.37,8.95,14.64,11.03,9.25,5.07,7.22
ENSMUSG00000027375,Mal,4.22,2.84,7.57,25.39,41.53,1.38,1.21,1.27,14.21,27.86
ENSMUSG00000027376,Prom2,37.49,51.1,50.12,26.58,37.57,45.35,31.07,35.57,16.26,33.43
ENSMUSG00000027377,Mall,57.38,81.98,81.3,44.25,66.91,69.54,42.54,56.21,24.86,39.06
ENSMUSG00000027378,Nphp1,38.81,42.76,31.67,25.59,17.42,39.22,43.74,36.93,19.54,18.94
ENSMUSG00000027379,Bub1,3.73,1.68,3.91,1.55,2.36,0.68,0.8,1.41,1.33,2.07
ENSMUSG00000027380,Acoxl,0.79,0.27,0.09,0,0.02,0.03,0.13,0.35,0,0.02
ENSMUSG00000027381,Bcl2l11,4.06,5.97,5.68,2.66,4.46,2.99,3.64,3.01,2.72,3.96
ENSMUSG00000027384,Ndufaf5,3.31,3.54,3.53,2.2,2.21,2.04,2.4,2.18,1.93,1.81
ENSMUSG00000027386,Fbln7,0.38,0.84,0.75,0.52,0.43,0.4,0.96,0.87,0.52,0.7
ENSMUSG00000027387,Zc3h8,0.92,1,1.07,0.78,0.82,0.58,0.66,0.41,0.51,0.65
ENSMUSG00000027394,Ttl,4.97,5.94,6.43,3.32,3.34,4.09,3.83,3.85,1.99,2.73
ENSMUSG00000027395,Polr1b,6.09,6.64,7.71,4.39,6.34,5.18,3.81,3.71,3.18,5.28
ENSMUSG00000027397,Slc20a1,6.81,7.11,10.86,8.62,10.37,4.19,4.07,3.52,6.48,6.22
ENSMUSG00000027398,Il1b,1.68,3.35,17.83,0.4,0.17,2.39,4.43,2.58,0.29,0.04
ENSMUSG00000027399,Il1a,6.03,7.56,6.18,4.12,5.37,3.57,4.16,3.55,2.07,2.72
ENSMUSG00000027400,Pdyn,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027401,Tgm3,159.92,236.44,165.34,110.93,131.21,184.56,96.26,163.9,57.55,83.05
ENSMUSG00000027403,Tgm6,1.19,2.12,1.94,3.34,9.14,0.68,0.47,0.52,1.02,4.23
ENSMUSG00000027404,Snrpb,54.35,54.47,63.36,37.62,40.94,37.57,42.96,49.57,24.81,38.41
ENSMUSG00000027405,Nop56,30.51,32.89,36.92,23.79,25.19,18.28,16.05,18.98,14.79,20.49
ENSMUSG00000027406,Idh3b,36.68,38.15,48.35,25.11,24.71,37.09,32.27,35.96,18.75,23.03
ENSMUSG00000027408,Cpxm1,1.79,2.23,1.73,5.55,6.41,0.84,3.12,1.96,3.38,4.13
ENSMUSG00000027409,1700020A23Rik,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027411,Vps16,11.63,11.6,14.05,10.5,11.17,12.28,9.21,8.34,7.58,9.35
ENSMUSG00000027412,Lpin3,10.58,14.73,11.63,22.64,39.44,14.3,10.16,10.02,14.02,16.75
ENSMUSG00000027416,Otor,0.01,0.03,0.03,0.04,0.11,0,0,0,0.01,0.14
ENSMUSG00000027419,Pcsk2,0.22,0.49,0.39,0.02,0.04,0.3,0.17,0.22,0.02,0.1
ENSMUSG00000027420,Bfsp1,0.88,0.52,0.89,0.59,0.79,0.56,0.29,0.47,0.57,0.41
ENSMUSG00000027422,Rrbp1,27.33,33.31,42.86,39.43,50.15,17.3,16.71,14.12,22.75,20.94
ENSMUSG00000027423,Snx5,25.67,20.45,23.56,15.76,16.05,17.23,16.43,17.38,12.59,16.45
ENSMUSG00000027424,Mgme1,1.17,0.98,1.52,1.24,1,0.63,0.6,0.54,0.43,0.92
ENSMUSG00000027425,Csrp2bp,7.09,8.47,9.77,5.96,6.9,7.04,6.36,6.01,5.02,5.32
ENSMUSG00000027427,Polr3f,5.52,6.74,7.81,3.97,5.23,5.88,5.65,5.36,3.57,5.17
ENSMUSG00000027428,Rbbp9,5.22,5.4,6.29,3.4,3.33,4.63,4.41,3.99,2.2,3.54
ENSMUSG00000027429,Sec23b,17.43,22.38,25.25,14.25,18.56,15.92,13.7,15.59,7.89,13.17
ENSMUSG00000027430,Dtd1,9.23,11,11.57,6.99,6.35,12.93,9.06,8.85,4.39,7.09
ENSMUSG00000027431,Scp2d1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027433,Xrn2,23.5,25.68,29.12,14.73,15.27,28.56,21.38,19.39,12.24,16.76
ENSMUSG00000027434,Nkx2-2,0,0,0,0,0,0,0.01,0,0,0
ENSMUSG00000027435,Cd93,2.13,3.66,4.61,6.3,10.76,1.54,2.43,2.07,5.56,7.17
ENSMUSG00000027438,Napb,0.22,0.28,0.19,0.27,0.29,0.17,0.16,0.18,0.25,0.24
ENSMUSG00000027439,Gzf1,5.07,4.94,4.94,4.12,3.92,3.87,3.51,4.06,2.66,4.1
ENSMUSG00000027442,Cst8,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027443,Cst12,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027444,8030411F24Rik,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027445,Cst9,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027446,9230104L09Rik,0,0.03,0,0,0.03,0,0,0,0.03,0
ENSMUSG00000027447,Cst3,372.79,357.66,322.13,240.26,223.81,432.06,375.37,441.5,200.51,189.54
ENSMUSG00000027452,Acss1,0.34,0.41,0.24,0.16,0.25,0.27,0.27,0.27,0.26,0.3
ENSMUSG00000027454,Gins1,3.15,2.31,2.88,1.29,1.62,1.27,1.59,1.59,0.96,1.35
ENSMUSG00000027455,Nsfl1c,54.82,64.62,66.67,37.93,38.94,57.06,43.57,43.62,23.39,28.45
ENSMUSG00000027456,Sdcbp2,15.62,25.99,16.12,16.84,12.9,32.06,26.98,20.13,11.36,10.78
ENSMUSG00000027457,Snph,0.04,0.01,0.03,0.01,0.03,0.01,0.03,0.01,0.01,0.02
ENSMUSG00000027459,Fam110a,11.15,16.69,14.63,14.62,12.68,27.9,16.64,16.66,8.28,7.81
ENSMUSG00000027460,Angpt4,0.02,0.1,0.07,0.06,0.1,0.04,0.06,0.05,0.06,0.06
ENSMUSG00000027463,Slc52a3,4.4,5.96,5.27,1.49,2.26,3.47,3.48,3.54,1.26,2.76
ENSMUSG00000027465,Tbc1d20,19.26,23.34,23.73,14.96,16.27,23.61,20,18.56,9.59,11.54
ENSMUSG00000027466,Rbck1,18.09,24.65,24.36,14.11,14.56,19.2,19.37,17.64,10.83,14.73
ENSMUSG00000027468,Defb22,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027469,Tpx2,8.48,4.37,10.26,4.67,8.08,2.31,2.11,3.72,2.62,5.05
ENSMUSG00000027470,Mylk2,0,0,0,0.01,0.02,0,0,0,0,0.01
ENSMUSG00000027472,Pdrg1,16.77,18.9,20.73,21.69,22.04,13.06,14.44,11.99,9.35,21.72
ENSMUSG00000027474,Ccm2l,0.49,0.77,0.6,1.21,0.93,0.23,0.26,0.31,1.04,0.95
ENSMUSG00000027475,Kif3b,4.35,5.89,6.65,4.16,4.82,3.96,3.94,3.5,2.5,3.35
ENSMUSG00000027478,Dnmt3b,0.67,0.81,1,0.53,0.64,0.66,0.44,0.44,0.36,0.57
ENSMUSG00000027479,Mapre1,40.29,40.99,50.2,33.6,34.93,38.16,33.47,32.77,22.69,31.23
ENSMUSG00000027480,Sun5,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027481,Bpifb2,0,0,0.01,0,0.08,0,0,0,0,0.06
ENSMUSG00000027482,Bpifa3,0,0,0,0,0.01,0,0,0,0,0
ENSMUSG00000027483,Bpifa1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027484,Bpifa5,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027485,Bpifb1,0,0.03,0,0.01,0.01,0,0.03,0,0,0.03
ENSMUSG00000027487,Cdk5rap1,2.47,7,3.64,2.96,3.27,2.91,3.34,4.52,1.3,2.68
ENSMUSG00000027488,Snta1,2.96,3.51,5.29,2.39,3.71,3.48,3.24,2.75,1.83,2.76
ENSMUSG00000027489,Necab3,0.05,0.07,0.06,0.01,0.04,0.02,0,0.03,0.06,0.06
ENSMUSG00000027490,E2f1,2.21,2.49,3.69,0.84,1.79,0.84,0.98,1.09,0.71,0.94
ENSMUSG00000027495,Fam210b,10.67,12.67,13.83,5.62,8.26,11.33,8.09,8.75,4.27,7.44
ENSMUSG00000027496,Aurka,6.05,2.87,5.66,3.65,4.02,1.14,1.1,3.05,1.95,3.54
ENSMUSG00000027498,Cstf1,7.43,6.4,7.83,5.69,5.96,4.88,4.84,5.79,3.16,5.14
ENSMUSG00000027499,Pkia,0.6,0.32,0.52,0.11,0.59,0.45,0.44,0.59,0.12,0.58
ENSMUSG00000027500,Stmn2,2.35,1.87,3.06,1.57,2.79,0.51,1.56,0.71,1.61,1.94
ENSMUSG00000027502,Rtfdc1,35.15,41.4,39.95,25.38,23.75,37.76,33.8,31.23,15.42,19.47
ENSMUSG00000027505,Fam209,0.11,0.19,0.15,0.11,0.14,0.23,0.11,0.25,0.13,0.15
ENSMUSG00000027506,Tpd52,63.41,69.03,72.83,49.97,48.68,64.93,61.5,62.92,33.52,42.62
ENSMUSG00000027508,Pag1,1.74,1.3,2.3,1.43,2.56,1.16,0.84,1.09,1.1,1.62
ENSMUSG00000027509,Rae1,17.83,17.79,20.86,14.07,15.06,14.61,14,15.21,9.69,12.29
ENSMUSG00000027510,Rbm38,1.19,1.08,2.41,0.6,0.88,1.01,0.97,0.94,0.42,0.72
ENSMUSG00000027513,Pck1,3.26,2.31,2.88,1.82,6.08,0.46,0.47,0.61,1.05,4.23
ENSMUSG00000027514,Zbp1,0.02,0.06,0.09,0.57,0.06,0.02,0.09,0.04,0.1,0.1
ENSMUSG00000027517,Ankrd60,0,0,0,0,0,0,0,0,0.03,0
ENSMUSG00000027518,1700021F07Rik,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027519,Rab22a,14.65,20.33,19.79,11.93,12.82,17.73,13.38,14.89,7.09,9.98
ENSMUSG00000027520,Zdbf2,0.01,0.01,0.01,0.02,0.04,0,0.01,0.01,0.02,0.01
ENSMUSG00000027522,Stx16,8.79,7.73,9.17,4.73,7.06,6.31,5.91,5.56,3.93,4.6
ENSMUSG00000027523,Gnas,171.43,183.89,206.96,176.02,213.11,109.13,124.83,115.39,115,160.23
ENSMUSG00000027524,Edn3,0.14,0.14,0.11,0.06,0.1,0.07,0.25,0.24,0.07,0.16
ENSMUSG00000027525,Phactr3,0.01,0,0,0.02,0.01,0,0,0,0,0.01
ENSMUSG00000027528,Fabp9,0,0,0,1.41,1.34,0.06,0.03,0.08,0.39,0.38
ENSMUSG00000027530,Fabp12,0.5,0.15,0.59,0.47,0.31,0.83,0.37,0.46,0.25,0.37
ENSMUSG00000027531,Impa1,6.81,6.95,9.45,7.6,8.2,5.27,4.94,4.93,4.81,7.66
ENSMUSG00000027533,Fabp5,1714.9,981.59,763.24,1251.26,715.43,1109.27,974.24,825.44,982.88,781.46
ENSMUSG00000027534,Snx16,3.79,3.45,3.96,3.23,2.69,3.6,3.07,3.51,2.5,2.83
ENSMUSG00000027536,Chmp4c,11.47,18.93,15.26,16.12,16.54,17.12,12.76,10.25,9.07,9.91
ENSMUSG00000027540,Ptpn1,31.56,38.33,42.07,29.41,28.08,45.87,24.94,25.81,17.63,18.07
ENSMUSG00000027544,Nfatc2,5.09,6.57,7.42,6.29,7.55,4.17,3.73,3.98,3.57,4.54
ENSMUSG00000027546,Atp9a,33.1,44.99,38.71,20.39,23.71,29.83,32.22,25.58,12.76,14.57
ENSMUSG00000027547,Sall4,0.02,0.14,0.01,0.04,0.03,0,0,0.01,0.01,0.03
ENSMUSG00000027550,Lrrcc1,3.91,3.37,3.48,2.43,2.82,2.98,2.65,2.38,2.18,3.08
ENSMUSG00000027551,Zfp64,16.17,19.51,16.44,14.82,24.59,11.09,13.31,11.15,8.52,14.93
ENSMUSG00000027552,E2f5,1.62,1.48,1.68,2.32,2.55,1.39,1.51,1.61,1.32,1.98
ENSMUSG00000027555,Car13,50.3,45.73,46.72,19.75,21.61,51.03,37.95,37.42,19.12,25.53
ENSMUSG00000027556,Car1,0,0,0.02,0,0,0,0,0,0,0.01
ENSMUSG00000027559,Car3,0.27,0.13,0.35,1.55,0.96,0,0.61,0.07,1.22,1.01
ENSMUSG00000027560,Dok5,0.13,0.04,0.18,0.5,0.84,0.01,0.07,0.09,0.39,0.41
ENSMUSG00000027562,Car2,35.02,11.67,15.25,33.06,57.6,16.57,14.25,11.89,18.92,46.25
ENSMUSG00000027564,Cypt12,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027566,Psma7,125.81,106.8,116.31,92.31,73.53,110.54,111.21,104.71,71.38,80.76
ENSMUSG00000027568,Ntsr1,0,0,0,0,0,0,0,0,0,0.01
ENSMUSG00000027569,Mrgbp,8.06,7.86,9.02,5.46,5.06,5.84,5.64,5.11,3.34,4.46
ENSMUSG00000027570,Col9a3,1.25,0.92,0.76,1.08,1.49,0.5,1.11,0.92,1.3,1.09
ENSMUSG00000027573,Gid8,57.24,70.26,63.79,37.55,39.69,71.35,54.64,55.46,28.31,36.45
ENSMUSG00000027574,Nkain4,0.18,0.03,0.1,0.1,0.08,0.04,0.1,0.04,0.01,0.11
ENSMUSG00000027575,Arfgap1,10.48,12.75,12,10.11,13.58,7.25,8.52,8,7.87,8.75
ENSMUSG00000027577,Chrna4,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027579,Srms,0.67,0.6,0.25,0.19,0.19,0.46,0.39,0.43,0.15,0.11
ENSMUSG00000027580,Helz2,0.35,0.42,0.62,0.74,0.79,0.24,0.44,0.29,0.45,0.41
ENSMUSG00000027581,Stmn3,0.01,0,0.01,0.01,0,0,0.02,0,0,0
ENSMUSG00000027582,Zgpat,5.66,5.91,6.41,5.21,5.51,4.86,4.28,4.48,3.12,4.51
ENSMUSG00000027583,Zbtb46,0.32,0.2,0.25,0.51,0.34,0.15,0.47,0.15,0.5,0.42
ENSMUSG00000027584,Oprl1,0.04,0.03,0.02,0,0.03,0,0.03,0,0,0.02
ENSMUSG00000027589,Pcmtd2,10.52,12.07,10.6,7.62,8.02,11.05,9.72,9.32,6.34,8.8
ENSMUSG00000027593,Raly,48.08,46.99,60.21,35.86,35,32.94,36.59,40.58,21.59,32.18
ENSMUSG00000027596,a,0.52,0.13,0.21,0.24,0.12,0.17,0.19,0.35,0.28,0.11
ENSMUSG00000027597,Ahcy,11.01,16.38,22.55,5.67,16.52,6.83,6.55,9.17,4.68,14.77
ENSMUSG00000027598,Itch,19.49,26.48,24.19,19.66,17.21,29.61,21.98,20.38,13.49,15.5
ENSMUSG00000027599,Armc1,5.94,5.33,6.63,5.32,4.8,4.01,4.75,4.65,3.6,5.16
ENSMUSG00000027601,Mtfr1,14.96,17.7,16.87,16.06,18.07,14.62,15.41,13.82,9.96,13.41
ENSMUSG00000027602,Map1lc3a,47.06,74.66,68.36,64.9,71.25,84.77,69.63,66.02,34.78,37.41
ENSMUSG00000027603,Ggt7,0.27,0.38,0.07,0.75,0.82,0.05,0.32,0.13,0.58,0.48
ENSMUSG00000027605,Acss2,3.39,3.5,3.16,2.72,3.37,2.27,3.12,2.34,2.09,2.49
ENSMUSG00000027606,Dnajc5b,0,0,0,0,0,0.03,0,0,0,0
ENSMUSG00000027610,Gss,9.79,8.09,10.09,7.54,8.3,7.44,9.29,9.12,6.21,6.71
ENSMUSG00000027611,Procr,2.09,2.28,2,2.16,2.52,2.39,2.62,2.6,2.42,3.2
ENSMUSG00000027612,Mmp24,0.03,0.05,0.06,0.07,0.01,0.03,0.02,0.02,0.02,0.05
ENSMUSG00000027613,Eif6,96.12,119.58,108.18,79.28,86.05,99.8,90.24,99.56,49.89,62.3
ENSMUSG00000027615,Hps3,2.14,2.2,2.69,1.66,1.98,1.85,2,1.44,1.56,2.07
ENSMUSG00000027618,Nfs1,15.23,14.38,15.03,8.8,11.07,15.06,14.94,13.76,7.09,9.27
ENSMUSG00000027620,Rbm39,50,53.38,52.25,45.85,49.8,45.69,44.96,47.91,41.27,49.9
ENSMUSG00000027624,Epb4.1l1,3.11,5.16,4.35,6.54,12.8,1.57,3.92,3.63,5.31,5.81
ENSMUSG00000027628,Aar2,8.04,8.59,8.94,6.18,6.04,7.05,7.55,8.02,4.4,5.9
ENSMUSG00000027630,Tbl1xr1,22.77,26.72,33.23,18.32,20.22,18.41,15.27,17.35,9.25,19.23
ENSMUSG00000027634,Ndrg3,10.13,12.3,15.2,7.86,9.04,11.3,8.99,9.33,5.51,8.21
ENSMUSG00000027635,Dsn1,2.95,1.94,3.68,2.25,2.06,1.09,1.42,1.2,1.05,2.22
ENSMUSG00000027636,Sla2,0.06,0.03,0.04,0.01,0.01,0.02,0.02,0.03,0.01,0.02
ENSMUSG00000027637,1110008F13Rik,42.46,41.52,44.4,31.32,30.22,41.44,40.69,46.59,24.73,27.42
ENSMUSG00000027639,Samhd1,14.6,13.79,16.05,5.88,8.21,7.91,7.94,9.9,5.74,7.98
ENSMUSG00000027641,Rbl1,7.16,6.15,9.31,4.02,5.94,3.59,3.35,4.23,3.47,5.6
ENSMUSG00000027642,Rpn2,58.3,64.4,77.28,33.09,48.59,45.35,40.77,48.53,25.69,38.7
ENSMUSG00000027643,Ghrh,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027646,Src,13.85,18.81,23.87,14.12,16.44,10.28,11.49,12.8,7.05,9.97
ENSMUSG00000027649,Ctnnbl1,7.98,8.11,9.41,5.52,6.06,9.12,7,6.48,3.91,6.34
ENSMUSG00000027650,Tti1,4.41,4.99,4.78,3.19,3.24,4.53,2.89,2.74,1.72,2.69
ENSMUSG00000027651,Rprd1b,10.93,12.47,13.88,7.2,7.42,10.2,8,7.78,5.58,6.54
ENSMUSG00000027652,Ralgapb,17.43,21.37,20.66,16.85,17.82,22.89,15.21,15.33,11.1,13.91
ENSMUSG00000027654,Fam83d,4.83,3.12,6.59,3.45,4.24,1.49,1.83,3.13,1.66,3.46
ENSMUSG00000027655,Dhx35,3.08,2.83,3.15,2.13,2.71,1.56,2.17,2.67,2.47,2.75
ENSMUSG00000027656,Wisp2,0.97,0.98,1.63,0.97,0.88,0.71,0.86,0.88,0.62,0.79
ENSMUSG00000027660,Skil,19.8,27.39,24.31,14.06,16.61,28.95,22.96,21.23,11.43,11.18
ENSMUSG00000027661,Slc2a10,0.34,0.41,0.64,0.94,1.32,0.09,0.39,0.2,0.66,0.62
ENSMUSG00000027663,Zmat3,12.8,14.87,19.11,7.01,9.93,10.09,11.74,8.25,5.71,6.94
ENSMUSG00000027665,Pik3ca,9.13,9.96,11.19,7.9,7.38,10.45,7.04,6.62,4.78,6.09
ENSMUSG00000027667,Zfp639,6.3,6.9,7.24,4.09,6.01,5.66,5.91,5.28,3.94,5.2
ENSMUSG00000027668,Mfn1,19.95,24.23,28.19,16.97,16.76,23.76,12.3,15.04,8.48,12.84
ENSMUSG00000027669,Gnb4,1.18,1.47,1.81,2.73,4.05,0.63,1.97,1.58,3.01,3.03
ENSMUSG00000027670,Ocstamp,0.44,0.27,2.18,0.54,0.79,0.11,0.13,0.39,0.19,0.41
ENSMUSG00000027671,Actl6a,13.02,13.94,14.26,9.88,10.4,9.24,11.42,10.63,7.53,9.93
ENSMUSG00000027673,Ndufb5,42.57,43.62,47.13,27.04,29.5,40.64,39.42,41.87,19.76,24.39
ENSMUSG00000027674,Pex5l,0.19,0.33,0.43,0.03,0.06,0.09,0.16,0.09,0.03,0.02
ENSMUSG00000027676,Ccdc39,0.05,0.09,0.08,0.06,0.03,0.04,0.06,0.07,0.1,0.08
ENSMUSG00000027677,Ttc14,7.48,7.83,6.93,6.84,8.26,6.24,7.44,6.37,7.75,9.61
ENSMUSG00000027678,Ncoa3,9.78,13.48,13.43,9.32,12.32,10.1,7.55,8.91,5.3,9.15
ENSMUSG00000027679,Dnajc19,24.52,22.93,23.06,12.24,12.71,21.15,21.55,20.38,10.04,11.81
ENSMUSG00000027680,Fxr1,14.51,15.73,18.15,11.44,13.62,12.97,12.23,11.22,8,10.43
ENSMUSG00000027684,Mecom,1.5,1.15,1.97,1.85,3.25,1.13,1.61,0.81,2.25,2.24
ENSMUSG00000027690,Slc2a2,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027692,Tnik,0.75,0.6,0.9,0.49,1.03,0.51,0.88,0.36,0.52,1
ENSMUSG00000027695,Pld1,7.06,7.06,7.92,4.6,7.08,5.49,4.14,3.98,3.27,5.04
ENSMUSG00000027698,Nceh1,1.99,1.04,1.83,0.79,1.03,1.48,1.63,1.22,0.75,0.88
ENSMUSG00000027699,Ect2,6.9,5.02,8.22,3.91,5.23,2.63,2.52,4.21,2.71,4.2
ENSMUSG00000027702,Lrrc34,0.02,0.03,0.01,0.03,0.01,0.02,0.01,0.02,0,0.02
ENSMUSG00000027703,Lrriq4,0,0.01,0,0,0,0,0,0.01,0,0
ENSMUSG00000027706,Sec62,26.74,31.61,30.98,28.24,27.31,32.57,25.58,23.07,16.36,21.89
ENSMUSG00000027708,Dcun1d1,50.5,56.61,55.58,32.14,29.62,72.17,56.8,52.56,25.89,34.23
ENSMUSG00000027709,Mccc1,4.9,4.97,6.99,3.05,4.15,4.31,3.56,3.58,2.54,4.49
ENSMUSG00000027710,Acad9,45.4,41.79,46.89,20.1,23.6,41.37,32.74,33.37,17.27,27.19
ENSMUSG00000027712,Anxa5,44.44,45.29,63.42,39.39,46.07,40.06,32.39,39.88,31.46,35.88
ENSMUSG00000027713,1810062G17Rik,0.45,0.28,0.36,0.23,0.21,0.24,0.36,0.26,0.33,0.35
ENSMUSG00000027714,Exosc9,10.64,9.04,14.64,7.38,7.19,8.69,9.3,8.82,5.44,7.49
ENSMUSG00000027715,Ccna2,18.17,10.57,24.74,7.23,11.52,4.87,4.4,8.41,5.51,9.9
ENSMUSG00000027716,Trpc3,0.14,0.03,0.14,0.04,0.02,0.03,0.71,0.24,0.16,0.13
ENSMUSG00000027718,Il21,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027719,Adad1,0,0.03,0,0,0,0,0.06,0,0,0.03
ENSMUSG00000027720,Il2,0.01,0.01,0.01,0.02,0,0,0.03,0.01,0.03,0.01
ENSMUSG00000027722,Spata5,4.58,4.35,5.24,4.2,4.68,3.95,4.11,3.94,2.69,4.29
ENSMUSG00000027737,Slc7a11,11.93,16.41,14.87,17.23,22.23,10.25,5.22,8.56,20.89,62.54
ENSMUSG00000027739,Rab33b,3.49,3.26,4.14,2.92,3.39,2.72,2.83,3.43,2.27,2.74
ENSMUSG00000027742,Cog6,8.68,9.46,8.25,5.98,6.66,7.09,5.51,5.47,4.7,4.88
ENSMUSG00000027744,Stoml3,0,0.07,0.01,0,0,0.01,0.03,0,0.01,0
